Name,Price,PriceScore,Processor Type,ProcessorScore,RAM,RAMScore,Hard Disk,StorageScore,Graphics Card,GraphicsScore,Screen Size,ScreenScore,TotalScore,NormalizedScore
HP EliteBook 840 G7 Core i5 10th Gen 512GB SSD Touch,44000.0,6.545126353790614,Intel Core i5-10310U 10th Generation,7.0,16.0,8.0,512GB NVMe,9.0,Intel UHD Graphics,4,"14.1"" Diagonal FHD, Anti-Glare, WLED-Backlit, eDP, 250 nits, 45% NTSC Touch Display",9.05,7.768050541516246,88.03928493990936
"Dell XPS 9370 Core i5 8th Gen 16GB RAM 13.3"" FHD Laptop",40000.0,7.833935018050542,Intel Core i5-8250U 8th gen processor,5.6,16.0,8.0,256GB M.2 NVME,7.0,4GB Intel UHD Graphics 620,4,13.3'' FHD Infinity Edge display,8.65,7.763574007220217,87.97486721799666
Lenovo ThinkPad X1 Carbon Core i7 8th 16GB RAM,41200.0,7.447292418772563,Intel Core i7-8550U 8th Generation Processor,6.199999999999999,16.0,8.0,256GB NVMe,7.0,8GB Intel Graphics,3,"14"" FHD Touchscreen Display with CyberLock",9.0,7.7389169675090255,87.62005024971931
"Lenovo ThinkPad T14s Gen 1 Core i7 10th 14.1"" Touch",44999.0,6.223246389891697,Intel Core i7-10610U 10th Gen,7.6,16.0,8.0,256GB M.2 NVME,7.0,Intel UHD GPU 8GB,4,"14.1"", Full HD, IPS Type, Touchscreen 180 Rotted",9.05,7.719298555956678,87.33773958343681
HP ZBook 14U G6 Core i7 8th Gen 16GB RAM Touch Laptop,41500.0,7.350631768953068,Core i7-8565U 8th Generation,6.199999999999999,16.0,8.0,256GB,7.0,,3,"14"" FHD Touch Display",9.0,7.700252707581227,87.06366815158607
HP ProBook 640 G8  Core i5 11th Gen Laptop,46000.0,5.90072202166065,Intel Core i5-1135G7 11th Gen,7.699999999999999,16.0,8.0,256 GB PCIe NVMe M.2,7.0,Intel Iris Xe Graphics,5,"14 inch Diagonal HD SVA eDP Anti-Glare Narrow Bezel Bent, 250nits, 45% NTS",9.0,7.670288808664258,86.6324850129767
HP EliteBooK 850 G5 Core i7 8th Gen Touch,42999.0,6.867650722021661,Intel Core i7 8th Gen,6.199999999999999,16.0,8.0,512GB M.2,9.0,Intel UHD Graphics 8GB,4,"15.6"" FHD IPS Touch",9.8,7.657060288808665,86.44212544974708
HP Elitebook 850 G5 Core i7 8th Gen 16GB RAM Laptop,43000.0,6.867328519855596,Intel Core i7 8th Gen,6.199999999999999,16.0,8.0,512GB M.2,9.0,Intel HD Graphics 620,3,"15.6"" FHD IPS",9.8,7.6069314079422385,85.72076644880879
HP Pavilion 15-CS0064TX Core i7 8th Gen 4GB Dedicated,45000.0,6.222924187725631,Intel Core i7- 8565U 8th Generation,6.199999999999999,16.0,8.0,128GB M.2 SSD + 1TB SATA HDD,10.0,8GB Graphics Card with 4GB Dedicated NVIDIA MX150,7,"15.6"" 4K Supported Ultra Full HD Display",9.8,7.599169675090252,85.60907443097622
Dell Latitude 7275 2-in-1 Intel Core M7 Laptop,27000.0,8.772563176895307,Intel Core M7-6Y75 X2,7.9,8.0,4.0,256GB M.2,7.0,Intel HD Graphics 515,3,"12.5"" LED Touchscreen Display",8.25,7.579025270758123,85.319194682369
HP Pro X2 612 G2 Core M3 7Y30 Laptop,20000.0,9.277978339350181,Intel Core M3-7Y30,7.199999999999999,8.0,4.0,256 GB M.2 NVME,7.0,Intel Graphics 615,3,"13.3"" 4K Supported FHD Display",8.65,7.571191335740072,85.20646366902174
HP EliteBook x360 1040 G6 i5 8th Gen 512GB SSD Touch,42000.0,7.1895306859205785,Intel Core i5 8th Gen,5.6,16.0,8.0,512GB NVMe,9.0,Intel HD Graphics 620,3,"14"" FHD Touchscreen with 4K resolution",9.0,7.5558122743682326,84.98515762438612
Dell Vostro 14 5402 Core i5 11th Gen Ultrabook,46999.0,5.578842057761734,Intel Core i5-1135G7 11th Generation,7.699999999999999,16.0,8.0,256GB,7.0,Intel Iris Xe-8GB,5,14-inch FHD Anti-glare LED Backlight Non-touch Narrow Border WVA Display,9.0,7.541536823104693,84.77973262619297
"HP ZBook Firefly 14 G7 Core i5 10th Gen 14"" FHD Display",45000.0,6.222924187725631,Intel Core i5 10310U 10th Generation,7.0,16.0,8.0,256 GB PCIe Gen 3 x 4 NVMe M.2,7.0,Intel UHD Graphics,4,14-inch FHD IPS display,9.0,7.539169675090252,84.74566915824285
Apple MacBook Pro 2015 Core i7 Quad Core 256GB SSD,42000.0,7.1895306859205785,Intel Core i7 Quad Core,5.5,16.0,8.0,256GB,7.0,Intel Iris 6100,5,"15"" Retina Display",9.5,7.525812274368231,84.55345498801941
"Dell Vostro 3400 Core i3 11th Gen 14"" 8GB RAM",27500.0,8.736462093862816,Intel Core i3-1115G4 11th Gen,7.1,8.0,4.0,1TB HDD + 128GB SSD,10.0,4GB Intel UHD Graphics,4,14.0-inch HD Anti-glare LED Backlight Non-Touch Narrow Border Display,9.0,7.5245848375451265,84.53579206426916
HP ZBook Firefly 14 G7 Core i5 10th Gen 16GB RAM Laptop,46000.0,5.90072202166065,Intel Core  i5-10310U 10th Gen,7.0,16.0,8.0,512GB SSD,9.0,Intel UHD Graphics,4,"14-inch FHD diagonal touchscreen with HP SureView Reflect Integrated Privacy Display, FHD IPS eDP and PSR anti-glare, 72% NTSC at 1000 nits",9.0,7.51028880866426,84.33007095235432
Asus Vivobook X512FB Core i5 8th Gen 12GB RAM,39000.0,7.906137184115524,Core i5 8th Gen,5.6,12.0,6.0,256GB M.2 NVME SSD + 1TB HDD Hard Disk,10.0,8GB Total Graphics with Dedicated NVIDIA GeForce MX 110 GDDR5,7,"15.6"" 4K",9.8,7.492454873646209,84.07343906021816
Asus VivoBook 15 X509FJ Core i5 8th Gen 12GB RAM Laptop,40000.0,7.833935018050542,Intel Core i5-8265U 8th Generation,5.6,12.0,6.0,128GB M.2 NvME SSD + 1TB HDD,10.0,8GB Dedicated Graphics with GDDR5 NVIDIA GeForce MX230,7,"15.6"" LED Slim, 250 Nits Brightness, FHD Resolution, 16:9 Anti-Glare, 45% NTSC",9.8,7.463574007220216,83.65784085432965
"Microsoft Surface Laptop 3 13.5"" 2K Touch Laptop",46000.0,5.90072202166065,Intel Core i5-1035G7 10th Generation,7.0,16.0,8.0,256GB nvme,7.0,Intel Iris Plus Graphics,5,"13.5"" LCD 2K Multi-Touchscreen",8.75,7.460288808664259,83.61056655840981
Walton Tamarind EX310G Pro Core i3 10th Gen Laptop,17800.0,9.43682310469314,Intel Core i3-1005G1 10th Gen Processor,6.3999999999999995,8.0,4.0,256GB SATAIII M.2 2280,7.0,Intel UHD Graphics,4,"14"" HD Matte LED Backlit Display with 45% NTSC",9.0,7.444729241877257,83.38666302498739
Dell Vostro 3510 Core i3 11th Gen Laptop,29000.0,8.628158844765343,Core i3 11th Gen,7.1,8.0,4.0,1TB,10.0,Integrated Graphics,3,15.6'' FHD display,9.8,7.431263537906137,83.19289036149186
Dell XPS 13 9365 2-In-1 Core i7 7th 256GB SSD Touch,41999.0,7.1898528880866435,Intel Core i7-7th Generation,5.5,16.0,8.0,256GB NVME,7.0,Intel HD Graphics 615,3,13.3 Inch QHD+ 3200 x 1800p IPS Touch Display,8.65,7.425941155234657,83.11630080712418
"Dell Vostro 3491 Core i3 10th Gen 14"" HD Laptop",18500.0,9.386281588447654,Intel Core i3-1005G1 10th Generation,6.3999999999999995,8.0,4.0,256GB,7.0,Intel UHD Graphics with shared graphics memory,4,14-inch HD Anti-Glare LED-Backlit Non-touch Display,9.0,7.424512635379061,83.09574428086542
"Lenovo IdeaPad Slim 3i Core i5 10th Gen 15.6"" Full HD",30000.0,8.55595667870036,Intel Core i5-10510U 10th Generation,7.0,8.0,4.0,256 GB NVMe PCIe3,7.0,Intel UHD Graphics with 2GB Nvidia Dedicated,7,"15.6"" Full HD, 1920 x 1080p TN Anti Glare LED Backlight Narrow Bezel Display",9.8,7.422382671480144,83.06509391318114
HP EliteBook 845 G8 AMD Ryzen 7 Pro 5850U 512GB SSD,48000.0,5.256317689530686,AMD Ryzen 7 Pro 5850U,7.731249999999999,16.0,8.0,512GB SSD,9.0,8GB Integrated & 512MB Dedicated graphics,3,"14.0"" Full HD IPS",9.0,7.421902075812275,83.05817809928628
Dell Inspiron 15 3511 Core i5 11th Gen Laptop,50000.0,4.611913357400722,Intel Core i5-1135G7 11th Generation,7.699999999999999,16.0,8.0,512 GB M.2 PCLe NVME SSD + 1 TB HDD,10.0,10 GB Graphics with 2GB Dedicated NVIDIA MX350,7,"15.6"" 4K Supported FHD Display",9.8,7.404765342960287,82.8115790075891
Lenovo ThinkPad X1 Yoga Core i7 8th Gen Touch Laptop,44999.0,6.223246389891697,Intel Core i7-8650U 8th Generation,6.199999999999999,16.0,8.0,512GB NVMe PCI,9.0,Intel UHD 620 8GB,4,"14""  2K WQHD OLED (2560 x 1440) Touchscreen 300 nit",9.0,7.39929855595668,82.73291146219202
HP EliteBook 840 G7 Core i7 10th Gen Laptop,48500.0,5.095216606498195,Intel Core i7-10610U 10th Generation,7.6,16.0,8.0,512 NVMe M.2,9.0,Intel UHD Graphics 8GB,4,"14"" Full HD",9.0,7.368086642599279,82.28376928611073
HP 15s-fq5786TU Core i3 12th Gen Laptop,34999.0,8.195018050541517,Intel Core i3-1215U 12th Generation,7.8,8.0,4.0,256GB PCIe NVMe M.2,7.0,Intel UHD Graphics,4,"15.6"" FHD IPS Anti-Glare",9.8,7.368007220216606,82.28262639104452
HP Pavilion ce3xxx Core i5 10th Gen Gaming Laptop,37500.0,8.014440433212997,Intel Core i5-10400 10th Generation,7.0,8.0,4.0,256GB M.2 NVME SSD + 1TB Hard Disk,10.0,6GB Total Graphics with 2GB Nvidia GeForce MX130,7,"14.6"" 4K Supported FHD Display",9.3,7.355776173285198,82.10662055085074
Asus VivoBook 15 X515EA Core i5 11th Gen Laptop,39999.0,7.8340072202166064,Intel Core i5-1135G7 11th gen,7.699999999999999,8.0,4.0,512GB NVME,9.0,Intel Iris Xe Graphics,5,"15.6-inch FHD  Anti-Glare, LED Backlit",9.8,7.343602888086643,81.93144590706873
Dell Latitude 7400 2-in-1 Core i7 8th Gen Touch Laptop,45500.0,6.061823104693141,Intel Core i7-8665U 8th Generation,6.199999999999999,16.0,8.0,512GB NVME M.2,9.0,Intel UHD Graphics 620,4,14-inch FHD  Touchscreen,9.0,7.334729241877257,81.80375335830949
HP 14-ck1001TU Core i3 10th Gen 8GB RAM Laptop,27000.0,8.772563176895307,Intel Core i3-10110U 10th Generation,6.3999999999999995,8.0,4.0,128GB SSD + 1TB 5400 rpm SATA HDD,10.0,Intel UHD Graphics 620,4,"14"" Diagonal HD SVA BrightView WLED-Backlit",9.0,7.329025270758123,81.7216727126465
HP EliteBook 855 G7 Ryzen 5 Pro 4650U Laptop,45000.0,6.222924187725631,AMD Ryzen 5 Pro 4650U,6.125,16.0,8.0,512 Nvme,9.0,8GB Shared with 512 MB Dedicated,3,"15.6"" Full HD Display",9.8,7.326669675090253,81.68777548397873
Dell Vostro 14-3401 Core i3 10th Gen Laptop,27500.0,8.736462093862816,Intel Core i3-1005G1 10th Generation,6.3999999999999995,8.0,4.0,128GB M.2 + 1TB HDD,10.0,Intel UHD Graphics,4,"14-inch HD 60 Hz, Anti-Glare, Non-Touch, NTSC 45%, 220 Nits, TN Display",9.0,7.314584837545127,81.51387360970223
HP EliteBook 845 G8 AMD Ryzen 7 Pro 5850U 8GB RAM,40000.0,7.833935018050542,AMD Ryzen 7 Pro 5850U,7.731249999999999,8.0,4.0,256GB,7.0,AMD Radeon Graphics,6,"14.0"" Ultra HD",9.0,7.302949007220216,81.34643298878294
HP ProBook 445 G8 Ryzen 5 5600U 8GB RAM Laptop,37999.0,7.978411552346571,AMD Ryzen 5-5600U,7.13125,8.0,4.0,512GB NVMe Express Drive,9.0,4GB AMD Radeon,6,"14"" FHD LED",9.0,7.280739620938628,81.02683796845467
HP Elite Dragonfly G2 Core i5 8th Gen 4K Touch,45000.0,6.222924187725631,Intel Core i5 8th Generation,5.6,16.0,8.0,512GB PCIe Gen 3 x4 NVMe M.2 TLC,9.0,Intel Iris Xe Graphics,5,"13.3 inch Diagonal FHD bent, BrightView WLED UWVA, eDP 1.4 and PSR2, 400 nits, 72% NTSC, touch, Low Power",8.65,7.269169675090253,80.86034543094254
Lenovo ThinkPad X1 Carbon Core i5 10th Gen Laptop,47500.0,5.417418772563176,Intel Core i5-10210U 10th Generation,7.0,16.0,8.0,512GB NVMe,9.0,Integrated UHD Graphics 620,3,"14"" FHD Touchscreen Display",9.0,7.266967509025271,80.82865606774354
Lenovo ThinkPad T14 Ryzen 5 Pro 5650U Laptop,49000.0,4.934115523465704,AMD Ryzen 5 Pro 5650U,7.13125,16.0,8.0,512GB M.2 NVMe,9.0,AMD Radeon Graphics,6,14 Inch HD,9.0,7.263021209386281,80.77186846914203
Acer Extensa Core i3 11th Gen 8GB RAM Laptop,29999.0,8.556028880866426,Intel Core i3-1115G4 11th Gen,7.1,8.0,4.0,128GB M.2 Nvme,6.0,Intel UHD Graphics,4,15.6-inch IPS FHD,9.8,7.252411552346571,80.61919457197573
HP ZBook 15U G5 Core i7 8th Gen 16GB RAM Workstation,46999.0,5.578842057761734,Intel Core i7-8650U 8th Gen,6.199999999999999,16.0,8.0,512GB NVME,9.0,Intel Ultra HD 620 8GB with Radeon Pro WX 3100 2GB GDDR5,6,"15.6"" Full HD Screen Display",9.8,7.241536823104694,80.46270626252598
HP ZBook 14U G6 Core i7 8th Gen with 4GB Dedicated,46999.0,5.578842057761734,Core i7-8565U 8th Generation,6.199999999999999,16.0,8.0,512GB NVMe,9.0,Intel Ultra HD-8GB Graphics with Radeon Pro WX3200 4GB Dedicated,6,"14 inch diagonal UHD IPS eDP + PSR anti-glare, 100% sRGB at 400 nits with ambient light sensor",9.0,7.241536823104694,80.46270626252598
HP ZBook Firefly 14 G7 Core i5 10th Gen 512GB SSD,48500.0,5.095216606498195,Intel Core i5 10310U 10th Generation,7.0,16.0,8.0,512GB NVMe SSD,9.0,Intel Iris Xe 8GB Graphics,5,"14"" FHD",9.0,7.238086642599278,80.41305786185502
Asus ROG GL552V Core i5 6th Gen 12GB RAM Gaming Laptop,35000.0,8.19494584837545,Intel Core i5 6300HQ 6th Gen,4.199999999999999,12.0,6.0,128GB M.2 NVME SSD + 1 TB HDD,10.0,10 GB Total Graphics with 4GB Dedicated NVIDIA GTX 960 GDDR5,8,"15.6"" 4K",9.8,7.23797833935018,80.41149936858292
Walton Tamarind EX311G Pro Core i5 11th Gen Laptop,34000.0,8.267148014440433,Intel Core i3-1115G4 11th Generation,7.1,8.0,4.0,512GB NVMe PCIe Gen3x4 M.2 2280,9.0,Intel HD Graphics,3,"14"" Full HD Matte LED Backlit Display with 45% NTSC",9.0,7.236859205776174,80.39539493810476
HP 15s-du1096tu Core i5 10th Gen 8GB RAM Laptop,37000.0,8.050541516245488,Intel Core i5 10th Generation,7.0,8.0,4.0,256GB SSD + 1TB HDD,10.0,Intel UHD Graphics,4,"15.6"" FHD Display",9.8,7.220216606498195,80.15590647196152
HP ProBook 440 G7 Core i5 10th Gen 8GB RAM Laptop,31500.0,8.447653429602887,Intel Core i5-10210U 10th Gen,7.0,8.0,4.0,256GB NVMe Express Drive,7.0,Intel Ultra HD 4GB,3,"14-inch diagonal FHD IPS eDP anti-glare slim, 250 nits, 45% NTSC",9.0,7.179061371841155,79.56367902857036
HP Elite Dragonfly G2 Core i5 8th Gen,45999.0,5.901044223826715,Intel Core i5 8th Generation,5.6,16.0,8.0,512GB NVMe M.2 SSD,9.0,Intel Iris Xe Graphics,5,"13.3"" diagonal FHD, BrightView WLED UWVA, eDP 1.4 and PSR2, 400 nits, 72% NTSC",8.65,7.140417689530686,79.0075930441588
Lenovo IdeaPad 330 Core i3 8th Gen 8GB RAM Laptop,18500.0,9.386281588447654,Intel Core i5-8260U 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel Integrated Graphics,3,"15.6"" FHD IPS Antiglare LED",9.8,7.134512635379061,78.92261879598732
"Dell Latitude 3410 Core i5 10th Gen 8GB RAM 14"" Display",35000.0,8.19494584837545,Intel Core i5-10210U 10th Generation,7.0,8.0,4.0,256 GB,7.0,Intel UHD Graphics 620 4GB,4,"14"" FHD Anti-Glare Display",9.0,7.1279783393501805,78.82858970190505
Lenovo ThinkPad L14 Gen-2 Core i5 11th Gen Laptop,40999.0,7.512055054151625,Intel Core i5-1135G7 11th Generation,7.699999999999999,8.0,4.0,256GB M.2 2280 PCIe,7.0,Intel Iris Xe,5,"14"" FHD, IPS, Anti-Glare, Non-Touch, 250 nits",9.0,7.1148220216606495,78.6392691341901
Lenovo ThinkPad X280 Core i7 8th Gen Touch 8GB RAM,25999.0,8.844837545126353,Intel Core i7-8650U 8th Gen,6.199999999999999,8.0,4.0,256GB NVMe Drive,7.0,Intel Ultra HD- 4GB,3,"12.5"" FHD Touch",8.25,7.097935018050541,78.39626366822951
Dell XPS 13 9380 Core i7 8th Gen 16GB RAM / 512GB SSD,47000.0,5.578519855595667,Intel Core i7 8565U 8th Generation,6.199999999999999,16.0,8.0,512GB M.2 NVME SSD,9.0,8 GB Intel Graphics,3,13.3-Inch Infinity Edge 4K Touch Display,8.65,7.091407942238267,78.30233847369871
HP Probook 450 G5 Core i5 8th Gen Laptop,26999.0,8.772635379061372,Core i5-8250U 8th generation,5.6,8.0,4.0,128GB M.2 SSD + 1TB HDD,10.0,Intel UHD Graphics,4,15.6'' LED Display,9.8,7.089054151624548,78.26846721991878
HP 15 Ryzen 5 7520U 16GB RAM / 512GB SSD,55000.0,3.0009025270758123,AMD Ryzen 5-7520U,9.1,16.0,8.0,512GB NVMe Express Drive,9.0,AMD Radeon- 4GB,6,"15.6"" FHD (1920 x 1080p)",9.8,7.080361010830325,78.14337215994634
HP EliteBook 820 G4 Core i7 7th Gen 8GB RAM 256GB SSD,19400.0,9.32129963898917,Intel Core i7-7600U 7th Gen Processor,5.5,8.0,4.0,256GB,7.0,Intel HD Graphics 620,3,12.5 inch diagonal HD SVA anti-glare slim LED-backlit non-touch,8.25,7.078519855595668,78.11687777432095
Dell Latitude 5410 Core i5 10th Gen 8GB RAM Lapatop,35000.0,8.19494584837545,Intel Core i5-1035G7 10th Generation,7.0,8.0,4.0,256 GB,7.0,HD Graphics 620,3,"14""  FHD Display",9.0,7.07797833935018,78.10908530796053
HP ProBook 430 G7 Core i3 10th Gen Laptop,29000.0,8.628158844765343,Intel Core i3 10th Generation,6.3999999999999995,8.0,4.0,256GB M.2 Nvme,7.0,4GB UHD Graphics 620,3,14 inch Ultra FHD,9.0,7.0712635379061375,78.01245872509146
HP ProBook 445 G7 Ryzen 5 4500U 256GB SSD Laptop,31500.0,8.447653429602887,AMD Ryzen 5 4500U,6.125,8.0,4.0,256GB PCIe NVMe M.2,7.0,AMD Radeon Graphics,6,"14.0 inch diagonal HD SVA eDP anti-glare LED-backlit slim, 220 cd/m², 45% NTSC",9.0,7.066561371841155,77.94479414219524
HP EliteBook 845 G8 AMD Ryzen 7 Pro 5850U 256GB SSD,50000.0,4.611913357400722,AMD Ryzen 7 Pro 5850U,7.731249999999999,16.0,8.0,256GB SSD,7.0,8GB Integrated & 512MB Dedicated graphics,3,"14.0"" Full HD IPS",9.0,7.064140342960288,77.90995532384221
HP ZBook Firefly G7 i7 10th Gen 16GB RAM Workstation,51000.0,4.289711191335741,Intel Core i7 10th Generation,7.6,16.0,8.0,512GB PCIe Gen 3 x4 NVMe M.2 2280 TLC,9.0,Intel UHD Graphics,4,"14"" diagonal FHD IPS eDP Touchscreen 45% NTSC at 250 nits",9.0,7.0458844765342965,77.64725180166694
Dell Latitude 7490 Core i5 8th Gen Laptop,23500.0,9.025270758122744,Core i5-8250U 8th Gen,5.6,8.0,4.0,256GB,7.0,Intel UHD Graphics 620,4,14 Inch FHD LED,9.0,7.040108303249098,77.56413216048924
HP Pavilion 14-cexxx Core i5 10th Gen Laptop,36500.0,8.086642599277978,Intel Core i5-1035G1 10th Generation,7.0,8.0,4.0,256GB,7.0,Shared GPU 4GB,3,"14"" Diagonal FHD IPS BrightView Micro-Edge WLED-Backlit, 250 Nits",9.0,7.034657039711191,77.48568799912776
HP EliteBook Dragonfly i5 8th Gen 16GB RAM / 512GB SSD,46500.0,5.739620938628159,Intel Core i5 8th Gen,5.6,16.0,8.0,512 Nvme,9.0,Intel UHD Graphics 620,4,"13.3"" FHD LED Touch",8.65,7.025848375451265,77.35893054633178
Lenovo ThinkPad L480 Core i5 8th Gen Laptop,23999.0,8.989241877256317,Intel Core i5-8250U 8th Gen,5.6,8.0,4.0,256GB M.2,7.0,Intel UHD 620,4,"14"" Anti-Glare",9.0,7.025696750902528,77.35674865575085
HP Probook 440 G6 Core i5 8th Gen 256GB SSD Notebook PC,24000.0,8.989169675090253,Core i5-8265U 8th Generation Processor,5.6,8.0,4.0,256GB,7.0,Intel UHD Graphics,4,"14"" diagonal LED SVA Anti-Glare HD Display",9.0,7.025667870036101,77.35633305754497
"MSI Modern 14 B11MO Core i5 11th Gen 14"" FHD Laptop",42500.0,7.028429602888087,Intel Core i5-1135G7 11th Generation Processor,7.699999999999999,8.0,4.0,512GB PCIe NVMe M.2,9.0,Intel iris graphics,5,"14"" FHD, IPS-Level, Display",9.0,7.021371841155235,77.29451282441903
"Lenovo ThinkPad X280 Core i5 8th Gen 12.5"" FHD Touch",22999.0,9.0614440433213,Intel Core i5-8350U 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel Ultra HD 4GB,3,"12.5"" FHD Touch",8.25,7.00457761732852,77.05284246769486
HP EliteBook 840 G5 Core i7 8th Gen IPS Touchscreen,31000.0,8.483754512635379,Intel Core i7 8th Generation Processor,6.199999999999999,8.0,4.0,256GB M.2 NVMe,7.0,Intel UHD Graphics 620,4,"14"" FHD (1920 x 1080) IPS Touchscreen",9.0,7.003501805054151,77.03736143452551
Dell Latitude 7390 Core i7 8th 8GB RAM 256GB SSD,31000.0,8.483754512635379,Intel Core i7 8th Gen,6.199999999999999,8.0,4.0,256GB NVME M.2,7.0,Intel UHD Graphics 620,4,13.3 Inch FHD Display,8.65,7.003501805054151,77.03736143452551
"Dell Latitude 7400 Core i7 8th Gen 14"" 8GB RAM",31000.0,8.483754512635379,Intel Core i7-8665U 8th Generation,6.199999999999999,8.0,4.0,256GB PCIe NVMe,7.0,Intel UHD Graphics 620,4,"14"" 16:9 FHD WVA, Antireflective and Anti-Smudge",9.0,7.003501805054151,77.03736143452551
Lenovo ThinkPad L380 Core i5 8th Gen Laptop,24999.0,8.917039711191336,Intel Core i5-8400 8th Generation,5.6,8.0,4.0,256GB NVME M.2,7.0,Intel UHD 620 Graphics,4,"13.3"" FHD IPS Type",8.65,6.9968158844765345,76.94115044986233
Dell Latitude 5400 Core i5 8th Gen Laptop,25000.0,8.916967509025271,Intel Core i5-8365U 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel UHD 620,4,"14"" FHD Display",9.0,6.996787003610109,76.94073485165644
Dell Latitude 7300 Core i5 8th 8GB RAM 256GB SSD Laptop,25000.0,8.916967509025271,Intel Core i5-8365U 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel UHD 4GB,4,"13.3"" FHD",8.65,6.996787003610109,76.94073485165644
Dell Latitude 7400 Core i5 8th Gen Laptop,25000.0,8.916967509025271,Intel Core i5-8265U 8th Generation,5.6,8.0,4.0,256GB NVME M.2,7.0,Intel UHD 620 Graphics,4,14 inch LED,9.0,6.996787003610109,76.94073485165644
HP EliteBook x360 1030 G7 Core i5 10th Gen 16GB Laptop,50000.0,4.611913357400722,Intel Core i5-10210U 10th Generation,7.0,16.0,8.0,512GB M.2 NVMe,9.0,Intel UHD Graphics 620,4,"13.3"" FHD (1920 x 1080p) Touchscreen",8.65,6.994765342960289,76.91164297724423
HP EliteBook 840 G4 Core i5 7th Gen Touchscreen Laptop,23500.0,9.025270758122744,Intel Core i5 8th Generation,5.6,8.0,4.0,256GB,7.0,4GB Intel HD Graphics,3,"14-inch Diagonal FHD SVA Slim with Camera, Corning Gorilla Glass-4, LED-Backlit Touchscreen",9.0,6.990108303249098,76.84462776654472
"Hp ProBook 640 G3 Core i5 7th Gen 14"" Touch Laptop",18000.0,9.422382671480143,Intel Core i5 7th Generation,4.9,8.0,4.0,256GB M.2 NVMe,7.0,Intel UHD Graphics 620,4,"14"" Full HD (1920 x 1080) IPS Touch Display",9.0,6.988953068592058,76.82800383830919
Dell Inspiron 15 3511 Core i5 11th Gen 8GB RAM Laptop,42000.0,7.1895306859205785,Intel Core i5-1135G7 11th Gen,7.699999999999999,8.0,4.0,256GB SSD + 1000GB HDD,7.0,4GB Intel Iris Xe Graphics,5,15.6-inch FHD LED,9.8,6.9858122743682305,76.78280753341879
HP EliteBook 840 G5 Core i7 8th Gen 8GB RAM Laptop,30000.0,8.55595667870036,Intel Core i7-8th Generation,6.199999999999999,8.0,4.0,256GB M.2,7.0,"Intel HD Graphics 620 Redon Graphics, 2GB NVDI",3,"14.1"" IPS Full 4K  anti-glare LED-backlit, 300 cd/m², 72% sRGB with privacy screen",9.05,6.982382671480144,76.73345524646953
ASUS TUF FX505DT AMD Ryzen-5 512 GB SSD,52000.0,3.9675090252707585,AMD Ryzen 5,7.13125,16.0,8.0,512 GB M.2 NVME,9.0,12 GB total graphics with dedicated NVIDIA GTX 1650 GDDR5,8,"15.6"" 4K",9.8,6.976378610108304,76.6470562756985
Lenovo ThinkPad T480s Core i7 8th Gen 8GB RAM Laptop,30500.0,8.51985559566787,Intel Core i7-8260U 8th Gen,6.199999999999999,8.0,4.0,256GB,7.0,Built-in Graphics Card,3,"14"" Full HD LED Backlit Anti-Glare IPS",9.0,6.967942238267148,76.52565614352528
HP EliteBook 830 G5 Core i5 8th Gen Ultrabook,25999.0,8.844837545126353,Intel Core i5-8250U 8th Generation,5.6,8.0,4.0,256GB M.2,7.0,Intel UHD 620,4,"13.3"" Diagonal FHD IPS Anti-Glare LED-Backlit",8.65,6.967935018050541,76.52555224397379
Dell Latitude 5500 Core i5 8th Gen Laptop,26000.0,8.844765342960288,Intel Core i5-8665U 8th Gen,5.6,8.0,4.0,256GB PCIe NVMe M.2,7.0,Intel UHD Graphics 620,4,"15.6"" IPS Full HD anti-glare",9.8,6.967906137184116,76.52513664576792
Dell Latitude 5300 Core i5 8th Gen 8GB RAM Laptop,26000.0,8.844765342960288,Intel Core i5-8365U 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel UHD Graphics 620,4,"12.5"" IPS Full HD anti-glare",8.25,6.967906137184116,76.52513664576792
Microsoft Surface Laptop 3 10th Gen Core i5 8GB RAM,39500.0,7.870036101083032,Intel Core i5-1035G7 10th Generation,7.0,8.0,4.0,256GB,7.0,Intel HD Graphics 620,3,"13.5"" PixelSense Touchscreen Display",8.75,6.948014440433213,76.23889338146222
"HP Probook 440 G5 Core i5 8th Gen 14"" HD Laptop",24999.0,8.917039711191336,Intel Core i5-8250U 8th Generation,5.6,8.0,4.0,256GB,7.0,Intel HD Graphics 620,3,14 Inch Diagonal HD SVA BrightView Micro-Edge WLED-Backlit,9.0,6.946815884476535,76.22164605591783
Dell Latitude 7490 Core i7 8th Gen Laptop,33000.0,8.339350180505415,Core i7-8650U 8th Gen,6.199999999999999,8.0,4.0,256GB M.2,7.0,Intel UHD 620,4,"14"" HD Anti Glare Screen Non-Touch",9.0,6.945740072202166,76.20616502274848
