Name,Price,PriceScore,Processor Type,ProcessorScore,RAM,RAMScore,Hard Disk,StorageScore,Graphics Card,GraphicsScore,Screen Size,ScreenScore,TotalScore,NormalizedScore
Dell Chromebook 13-7310 Core i3 5th Gen 4GB RAM,17000.0,9.494584837545126,Core i3-5005U 5th Gen,2.9,4.0,2.0,120GB SSD + 500GB Portable HDD,5.9375,2GB Intel HD Graphics 5500,3,"13.3"" (1920 x 1080p) Touch Screen HD Display",8.65,5.71470893501805,58.491518777019145
HP ProBook 430 G2 Core i5 4th Gen Laptop,16000.0,9.56678700361011,Intel Core i5-4210U 4th Gen Processor,2.8,4.0,2.0,500GB,5.90625,Intel HD Graphics,3,"13.3"" HD Anti-Glare Display",8.65,5.712027301444044,58.45292983423022
Apple MacBook Pro Core i5 16GB RAM / 256GB SSD,51500.0,4.128610108303249,Intel Core i5,3.5,16.0,8.0,256GB SSD,7.0,Intel Iris Plus Graphics,5,"13.3"" diagonal LED-backlit display with IPS technology",8.65,5.701444043321301,58.30063581979896
"Dell XPS 13 7390 Core i5 10th Gen 13.3"" Touch Laptop",50000.0,4.611913357400722,Intel Core i5-1035G7 10th Gen,7.0,8.0,4.0,256GB NVME M.2,7.0,Intel UHD Graphics 4GB,4,"13.3"" Full HD Touch",8.65,5.694765342960289,58.204528734687244
Lenovo Thinkpad L14 Ryzen Pro 3 4400,24000.0,8.989169675090253,Ryzen Pro 3 4400,0.8999999999999999,8.0,4.0,128GB,6.0,"Integrated AMD Radeon graphics, 512MB dedicated graphics",6,"14"" HD (1366 x 768), TN, Anti-Glare, Non-Touch, 45%NTSC, 220 nits, LED Backlight",9.0,5.665667870036101,57.78581354225454
Dell Precision 5530 Core i7 8th Gen 512GB SSD,65000.0,0.0,Intel Core i7-8850H Hexa-Core 8th Generation,6.199999999999999,32.0,10.0,512GB NVME,9.0,NVIDIA Quadro P2000 4GB GDDR5 graphics card,7,"15.6"" UltraSharp FHD IGZO4, 1920 x 1080p resolution",9.8,5.659999999999999,57.70425239434892
HP ProBook 6470b i5 3rd Gen 500GB HDD Laptop,11000.0,9.927797833935019,Intel Core i5 3rd Generation,2.1,4.0,2.0,500GB SATA,5.90625,Intel GMA 4500MHD,3,"14"" HD TFT",9.0,5.646431633574007,57.50900240910591
"Acer Aspire E1-531 i5 3rd Gen 750GB HDD 15.6"" Laptop",13000.0,9.783393501805055,Intel Core i5 3rd Generation Processor 3230m,2.1,4.0,2.0,750GB,7.0,Intel HD 4000,3,"15.6"" HD LED",9.8,5.643357400722023,57.464763928205684
Lenovo IdeaPad E40 Core i3 4th Gen 128GB SSD,13000.0,9.783393501805055,Intel Core i3 4th Generation,2.2,4.0,2.0,128GB,6.0,2GB Intel(R) HD Graphics 4600,3,"14"" 4K  IPS Display",9.0,5.623357400722022,57.176962170627874
"Asus ChromeBook CX22NA Dual Core 11.6""",16000.0,9.56678700361011,Intel Celeron N3350,2.5999999999999996,4.0,2.0,32GB eMMC Flash Memory,5.25,Intel Shared Graphics,3,"11.6"" with 1366 x 768p HD",7.8,5.619214801444044,57.11734980297074
"Acer Aspire E5-471 Core i3 4th Gen 4GB RAM 14.1"" Laptop",14000.0,9.711191335740072,Core i3 4030U 4th Gen Processor,2.2,4.0,2.0,128GB,6.0,Intel HD Graphics 4400,3,"14.1""  HD LED Display",9.05,5.594476534296029,56.76136396473935
Lenovo 20240 AMD E1-2100 4GB 128GB SSD Laptop,13000.0,9.783393501805055,AMD E1-2100 Dual Core,1.5999999999999999,4.0,2.0,128GB,6.0,AMD Radeon HD 8210M Graphics,6,"14"" HD LED Dispaly",9.0,5.593357400722022,56.74525953426117
HP EliteBook Dragonfly G2 Core i7 11th Gen Touch,78000.0,0.0,Intel Core i7-1165G7 11th Generation Processor,8.299999999999999,16.0,8.0,512GB M.2 PCIe NVMe TLC,9.0,Intel Iris Xe Integrated,5,"13.3"" diagonal, 4K UHD Touch, IPS, BrightView, 550 nits, and 95 percent sRGB display",8.65,5.59,56.69694624282663
"Dell XPS 13 9310 Core i7 11th Gen 13.4"" FHD Laptop",65000.0,0.0,Intel Core i7-1165G7 11th Gen,8.299999999999999,16.0,8.0,512GB M.2 PCIe NVMe,9.0,Intel Iris Xe Graphics 8GB,5,"13.3"" FHD QLED Border Less, Infinityedge Anti-Reflective 500-Nit Display",8.65,5.59,56.69694624282663
HP EliteBook Folio 9470m i5 3rd Gen Business Laptop,14000.0,9.711191335740072,Intel Core i5-3337U 3rd Generation Processor,2.1,4.0,2.0,128,6.0,Intel HD Graphics 4000,3,14-inch Bright View LED Screen Display,9.0,5.564476534296029,56.32966132837265
HP Envy 14-eb0007TX Core i5 11th Gen Touch Laptop,73999.0,0.0,Intel Core i5-1135G7 11th Generation,7.699999999999999,16.0,8.0,512 GB PCIe Gen 3 x4 NVMe TLC,9.0,Intel Iris Xe Graphics-8GB with NVIDIA GeForce GTX 1650 Ti with Max-Q design 4GB GDDR6 dedicated,8,"14 inch diagonal, WUXGA, Touch, IPS, micro-edge, anti-glare, 400 nits, 100% sRGB",9.0,5.56,56.265243606459926
"HP ProBook 455 G9 Ryzen 5 5625U 15.6"" FHD Laptop",52999.0,3.645629061371841,AMD Ryzen 5-5625U,7.13125,8.0,4.0,512GB NVMe Express Drive,9.0,AMD Radeon 4GB,6,"15.6"" FHD ISP Type",9.8,5.547626624548736,56.08718964635773
"Lenovo ThinkPad X230 Core i5 3rd Gen 12.5"" Laptop",12000.0,9.855595667870036,Intel Core i5 3rd Generation,2.1,4.0,2.0,320GB,4.5,Built-In Graphics,3,12.5 Inch,8.25,5.547238267148014,56.08160114923293
Asus ZenBook UX425EA Core i5 11th Gen 256GB SSD,53000.0,3.6453068592057765,Intel Core i5 11th Gen,7.699999999999999,8.0,4.0,256 GB M.2 NVME,7.0,4 GB Intel UHD Graphics,4,"14"" 4K",9.0,5.51812274368231,55.662626207921576
Dell Latitude 13 3340 Core i3 4th Gen Touch Laptop,16500.0,9.530685920577618,Intel Core i3-4005U 4th Generation,2.2,4.0,2.0,‎500GB,5.90625,Intel HD Graphics 4400,3,13.3 Inch FHD Touchscreen Display,8.65,5.517586868231048,55.65491491308576
"MacBook Pro A1707 Core i7 8th Gen 15"" LED-Backlit",60490.0,1.2320126353790615,Intel Core i7 8th Gen,6.199999999999999,16.0,8.0,512GB PCIe,9.0,"4GB AMD Radeon graphics, 4GB Irix UHD graphic",6,"15.4"" Diagonal LED-backlit Display with IPS Technology; 2880-by-1800 Native Resolution at 220 Pixels Per inch with Support for Millions of Colors",9.7,5.502805054151624,55.442203309473435
Dell Inspiron 14 3421 Core i3 3rd Gen Slim Laptop,12000.0,9.855595667870036,Intel Core i3-3217U 3rd Generation,1.5,4.0,2.0,750 GB,7.0,Intel HD 4000,3,"14"" HD LED display",9.0,5.492238267148014,55.290146315893985
Microsoft Surface Laptop 4 Core i7 11th Gen,93000.0,0.0,Intel Core-i7-1185G7 11th Generation,8.299999999999999,16.0,8.0,256GB NVME,7.0,Integrated Intel Iris Xe Graphics,5,"15"" Touchscreen 2K LED Display",9.5,5.489999999999999,55.257937454937625
Microsoft Surface Book 2 Core i5 8th Gen 256GB SSD,48000.0,5.256317689530686,Intel Core i5-8350U dual-core processor,5.6,8.0,4.0,256 GB SSD,7.0,Intel HD Graphics 620 integrated GPU,3,"15"" PixelSense 4K Touch Display",9.5,5.482527075812275,55.15040141916398
Lenovo Yoga Slim 7 Carbon 13ITL5 Core i5 11th Gen,57800.0,2.0987364620938624,Intel Core i5-1135G7 Processor with vPro,4.9,16.0,8.0,1TB SSD M.2 2280 PCIe 3.0x4 NVMe,10.0,Integrated Intel Iris Xe Graphics,5,"13.3"" QHD (2560x1600p) Low power IPS 300nits Anti-glare, 100% sRGB, Dolby Vision",8.65,5.459494584837545,54.81896184996787
Acer Extensa 15 Core i5 12th Gen 512GB SSD,56000.0,2.6787003610108293,Intel Core i5 12th Gen,8.4,8.0,4.0,512GB,9.0,Intel UHD Graphics,4,"15.6"" FHD IPS display",9.8,5.441480144404332,54.55973246904492
Apple MacBook Pro 2020,115000.0,0.0,Intel Core i7,5.5,32.0,10.0,2TB SSD,10.0,Intel UHD Graphics 617,4,13.3-inch Diagonal LED-backlit display with IPS technology,8.65,5.3500000000000005,53.24332515189303
HP ProBook 455 G10 AMD Ryzen 5 7530U,59500.0,1.5509927797833942,AMD Ryzen 5 7530U,9.1,8.0,4.0,512GB PCIe SSD,9.0,Integrated AMD Radeon Graphics,6,"15.6"" FHD IPS Display",9.8,5.300397111913357,52.52953523327949
"Apple MacBook Air 2017 Core i5 256GB SSD 14"" Laptop",45000.0,6.222924187725631,Intel Core i5,3.5,8.0,4.0,256 GB M.2 NVME,7.0,4 GB Intel UHD Graphics,4,"14"" 4K  IPS Display",9.0,5.289169675090253,52.36797143074033
HP Pavilion G6-1323TU Intel Core i3 2nd Gen Laptop,10000.0,10.0,Intel Core i3-2330M 2nd Gen,0.8,4.0,2.0,500GB SATA,5.90625,Intel Hd Graphics 3000m,3,"15.6"" HD Led Display",9.8,5.2853125,52.312466342227324
HP ZBook Studio G5 Mobile WorkStation,67999.0,0.0,Intel Core i7-9850H 9th Generation,6.899999999999999,16.0,8.0,512GB NVMe,9.0,Intel Ultra HD 630-8GB with NVIDIA Quadro P1000-4GB Dedicated,7,"15.6 inch Diagonal FHD IPS eDP with Panel Self Refresh (PSR), LED Backlit, Anti-Glare, 400 nits",9.8,5.269999999999999,52.09211812158181
Apple Macbook 15.4'' Core2 Duo 8GB RAM,40000.0,7.833935018050542,Intel Core 2 Duo,1.5999999999999999,8.0,4.0,128GB,6.0,256MB,3,15.4 Inch,9.7,5.263574007220217,51.99964752077163
"Lenovo IdeaPad B470 Core-i3 2nd Gen 14"" Laptop",11000.0,9.927797833935019,Intel Core i3 2nd Generation,0.8,4.0,2.0,500GB,5.90625,Intel HD 3000,3,"14"" LED screen",9.0,5.2564316335740076,51.89686813633882
HP Compaq CQ43-302AU Core i3 2nd Gen Laptop,11000.0,9.927797833935019,Intel Core i3 2nd Generation,0.8,4.0,2.0,500GB,5.90625,Intel HD Graphics,3,"14"" HD LED Display",9.0,5.2564316335740076,51.89686813633882
"Apple MacBook Pro 16GB RAM Core i7 16"" 4K Display",72999.0,0.0,Intel Core i7-9th Generation,6.899999999999999,16.0,8.0,512GB,9.0,AMD Radeon Pro 5300M,6,16-inch Diagonal LED-backlit glossy widescreen display with support for millions of colors,10.0,5.219999999999999,51.37261372763731
"Dell Latitude E5520 Core i3 2nd Gen 15.6"" LED Display",10000.0,10.0,Intel Core i3-2310M 2nd Generation,0.8,4.0,2.0,320GB SATA,4.5,Integrated Intel HD Gpraphice 3000,3,"15.6"" HD LED Pane Display",9.8,5.215,51.30066328824287
Dell XPS13 9300 Core i5 10 Gen Touch Screen,55000.0,3.0009025270758123,Intel Core i5-1035G7 10th Gen,7.0,8.0,4.0,512GB M.2 PCIe NVMe Solid State Drive,9.0,Intel Iris Plus Graphics,5,"13.3"" X360 Full HD Touch",8.65,5.200361010830325,51.090006947633135
MacBook Air 2017,45000.0,6.222924187725631,Intel Core i5,3.5,8.0,4.0,128 GB,6.0,1536MB Shared graphics,3,13.3-inch Diagonal LED-backlit glossy widescreen display with support for millions of colors,8.65,5.189169675090252,50.92896264285132
Microsoft Surface Laptop 4 Ryzen 7 4980U 16GB RAM,67000.0,0.0,AMD Ryzen 7 4980U,6.725,16.0,8.0,512GB NVme,9.0,AMD Radeon Graphics,6,15 Inch Pixelsense Multi Touch Display,9.5,5.1674999999999995,50.61713411399559
"HP 14s-dq5164nia Core i7 12th Gen 14"" FHD Laptop",60000.0,1.3898916967509027,Intel Core i7-1255U 12th Generation,9.0,8.0,4.0,512GB,9.0,Integrated Intel Iris Xe Graphics,5,"14"" IPS Full HD",9.0,5.155956678700361,50.45102470607953
Acer Aspire 4138 Core i3 1st Gen 500GB HDD Laptop,10000.0,10.0,Intel Core i3 1st Generation,0.10000000000000009,4.0,2.0,500GB,5.90625,Intel UHD Graphics,4,"12.3"" LED Display",8.15,5.1253125,50.01005228160492
"Lenovo IdeaPad 3 14"" Chromebook",16000.0,9.56678700361011,Mediatek MT8183,0.8999999999999999,4.0,2.0,64 GB,5.5,Intel Shared graphics,3,"14"" Full HD IPS, TN, Anti-Flare",9.0,5.121714801444044,49.95828108322297
Acer Nitro 5 AN515-44 Ryzen 5 4650H Laptop,55000.0,3.0009025270758123,AMD Ryzen 5 4650H,6.125,8.0,4.0,512GB,9.0,Nvidia GTX 1650 Graphics,8,"15.6"" Full HD ComfyView LED Display",9.8,5.087861010830325,49.47112206125801
Apple MacBook Pro A2141 Core i7 9th Gen,70000.0,0.0,Intel Core i7-9th Generation,6.899999999999999,16.0,8.0,512GB,9.0,AMD Redeon 4GB,3,16 inch 4K LED‑Backlit Display,10.0,5.069999999999999,49.21410054580381
HP ZBook 14u G5 Core i5 8th Gen 16GB RAM Workstation,50000.0,4.611913357400722,Intel Core i5-8350U 8th Generation,5.6,8.0,4.0,100GB HDD,2.78125,Intel UHD 3GB Graphics 630,4,14 inch diagonal LED Backlit FHD UWVA eDP Anti-Glare,9.0,5.063827842960289,49.125282663600075
Asus VivoBook S15 S533EQ Core i5 11th Gen,57000.0,2.356498194945849,Core i5 11th Gen,7.699999999999999,8.0,4.0,512G SSD,9.0,GeForce MX350 2GB,3,15.6 Inch,9.8,5.05259927797834,48.963702626755996
"HP 15s-fq5489TU Core i5 12th Gen 15.6"" FHD Laptop",60000.0,1.3898916967509027,Intel Core i5-1235U 12th Generation,8.4,8.0,4.0,512GB SSD PCIe NVMe M.2,9.0,Intel Iris Xe Graphics,5,"15.6"" FHD",9.8,4.975956678700361,47.86080888787933
HP Omen 15-ce015TX i7 7th Gen 6GB GFX Gaming Laptop,75000.0,0.0,Intel Core i7-7700HQ,5.5,16.0,8.0,256GB M.2 SSD + 2TB HDD,10.0,14GB Total Graphics with 6GB Dedicated NVIDIA GTX 1060 GDDR5,8,"15.6"" Diagonal FHD IPS UWVA Anti-Glare WLED-Backlit 1920 x 1080",9.8,4.95,47.487290000337026
HP 15-fd0205TU Core i5 13th Gen Laptop,62000.0,0.7454873646209386,Intel Core i5-1335U 13th generation,9.1,8.0,4.0,512GB M.2,9.0,Intel UHD Graphics,4,"15.6"" FHD LED Micro-Edge, Anti-Glare, 250nits Brightness, 45% NTSC",9.8,4.878194945848375,46.45400896094669
Samsung Galaxy Book2 360 Core i5 12th Gen Touch Laptop,61800.0,0.809927797833935,Intel Core i5 12th Gen,8.4,8.0,4.0,"1TB PCI-E Gen 4.0 SSD M.2, Slot 2",10.0,Intel Iris Xe Graphics,5,13.3″ FHD AMOLED Touch Display,8.65,4.793971119133574,45.242020693024294
Lenovo ThinkPad E15 Gen 2 Core i7 11th Gen 512GB SSD,55000.0,3.0009025270758123,Intel Core i7-1165G7,1.2999999999999998,16.0,8.0,512GB NVMe Express Drive,9.0,NVIDIA MX450- 2GB DDR5,7,"15.6"" FHD (1920 x 1080)",9.8,4.790361010830326,45.190070917288246
Apple MacBook Pro Core i7 2017,63499.0,0.2625063176895308,Intel Core i7 Processor,5.5,16.0,8.0,512GB,9.0,Intel HD Graphics 630,3,"15.4"" 2880 x 1800p Retina Display with True Tone",9.7,4.7550025270758125,44.68125922879649
"MacBook Pro Core i5-8259U 8th Gen 13.3"" 16GB RAM (2019)",72000.0,0.0,Intel Core i5-8259U 8th Generation,5.6,16.0,8.0,256GB,7.0,Intel Iris Plus Graphics 645,5,"13.3"" Diagonal LED-backlit display with IPS technology; 2560 x 1600 native resolution at 227p per inch",8.65,4.68,43.601966273036716
Apple MacBook Pro A1990 Core i7 16GB RAM & 256GB SSD,65490.0,0.0,Intel Core i7,5.5,16.0,8.0,256GB,7.0,Intel Iris Pro Graphics,5,"15.4"" Diagonal LED-backlit with IPS technology, 2880 x 1800p Resolution",9.7,4.6499999999999995,43.170263636670015
HP 15s-du4026TU Core i7 12th Gen 512GB SSD Laptop,70000.0,0.0,Intel Core i7-1255U 12th Gen,9.0,8.0,4.0,512GB PCIe NVMe,9.0,Intel Iris Xe Graphics,5,"15.6"" FHD 60 Hz",9.8,4.6,42.45075924272552
"Dell Latitude 7420 2-in-1 Core i7 11th Gen 14"" 16GB RAM",55000.0,3.0009025270758123,Intel Core i7-1185G7,1.2999999999999998,16.0,8.0,512GB NVMe Express Drive,9.0,Intel Ultra HD 8GB,3,"14"" FHD (1920 x 1080p)",9.0,4.590361010830325,42.31205334151022
HP EliteBook 830 G9 Core i5 12th Gen Laptop,67000.0,0.0,Intel Core i5-1235U 12th Gen,8.4,8.0,4.0,512 GB PCIe NVMe,9.0,Intel Iris X Graphics,5,"13.3"" diagonal, WUXGA, IPS, 45% NTSC",8.65,4.42,39.86054342452532
Asus Vivobook X1504ZA Core i5 12th Gen Laptop,67999.0,0.0,Intel Core i5-1235U 12th Generation,8.4,8.0,4.0,512GB NVM Express Drive,9.0,Intel Iris Xe 4GB,5,"15.6"" FHD IPS-level Panel, LED Backlit, 60Hz refresh rate, 250nits Brightness, 45% NTSC Color Gamut, Anti-Glare Display",9.8,4.42,39.86054342452532
Lenovo ThinkPad X1 Carbon Core i5 10th Gen Laptop,56000.0,2.6787003610108293,Standard,0.8999999999999999,16.0,8.0,512GB NVMe,9.0,Integrated UHD Graphics,3,"14"" 4k Display",9.0,4.341480144404332,38.7306358022659
HP Envy x360 Convert 13-bd0xxx Core i5 11th Gen,68000.0,0.0,Intel Core i5-1135G7 11th Gen,7.699999999999999,8.0,4.0,256GB NVME M.2,7.0,Intel Iris Xe Graphics,5,13.3 inch x360 Convertible FHD touch Display,8.65,4.109999999999999,35.39961618206941
Apple MacBook Air 13 A2681 M2 Chip 2022,115000.0,0.0,M2 Chip,5.1,8.0,4.0,512GB,9.0,Apple 8-core,3,"13.6"" Liquid Retina display",8.8,3.3299999999999996,24.175347636535207
Apple Macbook Air M2,120000.0,0.0,M2,5.1,8.0,4.0,256GB,7.0,Apple 8-Core GPU,3,13.6-inch 2560 x 1664p Liquid Retina display,8.8,3.2299999999999995,22.736338848646206
Apple MacBook Air 13 A2337 2020,89999.0,0.0,M1 Chip-Late 2020,2.9999999999999996,8.0,4.0,512GB,9.0,,3,"13.3"" Retina LED-backlit",8.65,2.6999999999999997,15.109592272834504
Apple MacBook Pro M1 8GB RAM 256GB SSD,92000.0,0.0,M1,2.9999999999999996,8.0,4.0,256GB M.2 NVME,7.0,,3,"13 inch IPS Retina 2560 x 1600p, 60Hz, 400nits Brightness",8.5,2.5999999999999996,13.670583484945503
HP Envy X360 2-in-1 Core 5 120U 512GB SSD Laptop,85000.0,0.0,Intel Core 5 120U,-0.5,8.0,4.0,512 GB PCIe NVMe M.2,9.0,Intel Graphics 4GB,3,"14-inch Diagonal, FHD, Multitouch-Enabled, IPS, Edge-to-Edge Glass, micro-edge 300nits Brightness",9.0,1.65,0.0
"Asus ZenBook Core Ultra 5 14"" OLED Display",93999.0,0.0,Intel Core-Ultra 5 125H,-0.5,8.0,4.0,512GB NVMe,9.0,Intel Arc Graphics-4GB,3,"14"" FHD OLED 1920 x1080p 60Hz Refresh Rate, 500nits Brightness",9.0,1.65,0.0
